,filename,num_rows,filesize_MB,central_ra,central_dec
0,chunk_ra_333.5_dec_-31.5_table.h5,9421,2.0982770919799805,333.5,-31.5
1,chunk_ra_253.5_dec_-31.5_table.h5,112880,13.779687881469728,253.5,-31.5
2,chunk_ra_31.5_dec_-28.5_table.h5,45168,6.41832447052002,31.5,-28.5
3,chunk_ra_38.5_dec_-30.5_table.h5,45764,6.380528450012207,38.5,-30.5
4,chunk_ra_287.5_dec_-31.5_table.h5,66446,8.749484062194824,287.5,-31.5
5,chunk_ra_65.5_dec_-29.5_table.h5,40685,5.842234611511231,65.5,-29.5
6,chunk_ra_279.5_dec_-30.5_table.h5,325732,37.90162658691406,279.5,-30.5
7,chunk_ra_169.5_dec_-28.5_table.h5,52439,7.405261039733887,169.5,-28.5
8,chunk_ra_271.5_dec_-28.5_table.h5,859109,98.90888214111328,271.5,-28.5
9,chunk_ra_204.5_dec_-31.5_table.h5,2537,1.3314847946166992,204.5,-31.5
10,chunk_ra_283.5_dec_-31.5_table.h5,47739,6.457212448120117,283.5,-31.5
11,chunk_ra_81.5_dec_-29.5_table.h5,52183,7.317227363586426,81.5,-29.5
12,chunk_ra_120.5_dec_-29.5_table.h5,181313,21.59601879119873,120.5,-29.5
13,chunk_ra_78.5_dec_-31.5_table.h5,9584,2.1021547317504883,78.5,-31.5
14,chunk_ra_15.5_dec_-31.5_table.h5,966,1.185598373413086,15.5,-31.5
15,chunk_ra_136.5_dec_-29.5_table.h5,89763,11.77226448059082,136.5,-29.5
16,chunk_ra_110.5_dec_-31.5_table.h5,32603,4.81033992767334,110.5,-31.5
17,chunk_ra_336.5_dec_-29.5_table.h5,57066,7.875764846801758,336.5,-29.5
18,chunk_ra_304.5_dec_-30.5_table.h5,81788,10.74423122406006,304.5,-30.5
19,chunk_ra_203.5_dec_-30.5_table.h5,44200,6.344708442687988,203.5,-30.5
20,chunk_ra_34.5_dec_-30.5_table.h5,51296,7.017767906188965,34.5,-30.5
21,chunk_ra_316.5_dec_-28.5_table.h5,55359,7.771688461303711,316.5,-28.5
22,chunk_ra_74.5_dec_-28.5_table.h5,43499,6.229217529296875,74.5,-28.5
23,chunk_ra_324.5_dec_-30.5_table.h5,50537,7.039059638977051,324.5,-30.5
24,chunk_ra_167.5_dec_-29.5_table.h5,57547,8.039377212524414,167.5,-29.5
25,chunk_ra_196.5_dec_-29.5_table.h5,59242,8.225789070129395,196.5,-29.5
26,chunk_ra_133.5_dec_-30.5_table.h5,93167,12.046658515930176,133.5,-30.5
27,chunk_ra_159.5_dec_-29.5_table.h5,57229,7.974196434020996,159.5,-29.5
28,chunk_ra_132.5_dec_-30.5_table.h5,110302,14.156155586242676,132.5,-30.5
29,chunk_ra_303.5_dec_-30.5_table.h5,86601,11.302318572998049,303.5,-30.5
30,chunk_ra_9.5_dec_-31.5_table.h5,5471,1.6462287902832031,9.5,-31.5
31,chunk_ra_151.5_dec_-31.5_table.h5,6503,1.8171148300170896,151.5,-31.5
32,chunk_ra_144.5_dec_-32.5_table.h5,1435,1.2379961013793943,144.5,-32.5
33,chunk_ra_215.5_dec_-30.5_table.h5,44291,6.27863883972168,215.5,-30.5
34,chunk_ra_147.5_dec_-28.5_table.h5,66070,9.067484855651855,147.5,-28.5
35,chunk_ra_231.5_dec_-28.5_table.h5,85741,11.14371395111084,231.5,-28.5
36,chunk_ra_40.5_dec_-28.5_table.h5,50053,6.902470588684082,40.5,-28.5
37,chunk_ra_258.5_dec_-30.5_table.h5,651898,72.95096969604492,258.5,-30.5
38,chunk_ra_32.5_dec_-31.5_table.h5,2021,1.2672176361083984,32.5,-31.5
39,chunk_ra_12.5_dec_-29.5_table.h5,50024,6.94166374206543,12.5,-29.5
40,chunk_ra_244.5_dec_-28.5_table.h5,179627,21.519466400146484,244.5,-28.5
41,chunk_ra_238.5_dec_-28.5_table.h5,131455,16.52962589263916,238.5,-28.5
42,chunk_ra_82.5_dec_-31.5_table.h5,12197,2.386381149291992,82.5,-31.5
43,chunk_ra_37.5_dec_-29.5_table.h5,47344,6.605419158935547,37.5,-29.5
44,chunk_ra_169.5_dec_-31.5_table.h5,8844,2.063892364501953,169.5,-31.5
45,chunk_ra_174.5_dec_-30.5_table.h5,57520,7.98781681060791,174.5,-30.5
46,chunk_ra_271.5_dec_-30.5_table.h5,543645,61.86492156982422,271.5,-30.5
47,chunk_ra_83.5_dec_-28.5_table.h5,50444,7.0817413330078125,83.5,-28.5
48,chunk_ra_151.5_dec_-30.5_table.h5,57055,7.854526519775391,151.5,-30.5
49,chunk_ra_44.5_dec_-28.5_table.h5,43332,6.1366119384765625,44.5,-28.5
50,chunk_ra_289.5_dec_-29.5_table.h5,221282,26.665785789489743,289.5,-29.5
51,chunk_ra_282.5_dec_-30.5_table.h5,353903,40.56377029418945,282.5,-30.5
52,chunk_ra_256.5_dec_-29.5_table.h5,652982,73.25727558135986,256.5,-29.5
53,chunk_ra_225.5_dec_-29.5_table.h5,83006,11.037999153137209,225.5,-29.5
54,chunk_ra_11.5_dec_-28.5_table.h5,44890,6.303163528442383,11.5,-28.5
55,chunk_ra_338.5_dec_-28.5_table.h5,53339,7.439273834228516,338.5,-28.5
56,chunk_ra_280.5_dec_-28.5_table.h5,522034,58.62646007537842,280.5,-28.5
57,chunk_ra_191.5_dec_-28.5_table.h5,64840,8.919760704040527,191.5,-28.5
58,chunk_ra_1.5_dec_-29.5_table.h5,46671,6.596212387084961,1.5,-29.5
59,chunk_ra_200.5_dec_-30.5_table.h5,24417,3.949329376220703,200.5,-30.5
60,chunk_ra_285.5_dec_-29.5_table.h5,365964,41.85064029693604,285.5,-29.5
61,chunk_ra_136.5_dec_-31.5_table.h5,24639,3.881772041320801,136.5,-31.5
62,chunk_ra_230.5_dec_-30.5_table.h5,100644,13.068113327026367,230.5,-30.5
63,chunk_ra_138.5_dec_-31.5_table.h5,50789,6.9995880126953125,138.5,-31.5
64,chunk_ra_152.5_dec_-31.5_table.h5,2137,1.3340778350830078,152.5,-31.5
65,chunk_ra_218.5_dec_-30.5_table.h5,55921,7.7231903076171875,218.5,-30.5
66,chunk_ra_15.5_dec_-28.5_table.h5,54644,7.524778366088867,15.5,-28.5
67,chunk_ra_196.5_dec_-31.5_table.h5,13884,2.679534912109375,196.5,-31.5
68,chunk_ra_343.5_dec_-29.5_table.h5,56165,7.772417068481445,343.5,-29.5
69,chunk_ra_176.5_dec_-29.5_table.h5,54577,7.645486831665039,176.5,-29.5
70,chunk_ra_187.5_dec_-31.5_table.h5,11584,2.382754325866699,187.5,-31.5
71,chunk_ra_55.5_dec_-28.5_table.h5,45379,6.430109977722168,55.5,-28.5
72,chunk_ra_314.5_dec_-30.5_table.h5,51991,7.302397727966309,314.5,-30.5
73,chunk_ra_216.5_dec_-28.5_table.h5,63716,8.793976783752441,216.5,-28.5
74,chunk_ra_177.5_dec_-30.5_table.h5,61182,8.355762481689453,177.5,-30.5
75,chunk_ra_7.5_dec_-28.5_table.h5,46850,6.552264213562012,7.5,-28.5
76,chunk_ra_158.5_dec_-29.5_table.h5,61379,8.43884563446045,158.5,-29.5
77,chunk_ra_249.5_dec_-29.5_table.h5,293512,33.06956386566162,249.5,-29.5
78,chunk_ra_132.5_dec_-28.5_table.h5,104438,13.443284034729004,132.5,-28.5
79,chunk_ra_350.5_dec_-29.5_table.h5,50145,7.010961532592773,350.5,-29.5
80,chunk_ra_114.5_dec_-30.5_table.h5,174503,21.148218154907227,114.5,-30.5
81,chunk_ra_346.5_dec_-30.5_table.h5,41149,5.93635368347168,346.5,-30.5
82,chunk_ra_277.5_dec_-28.5_table.h5,696132,76.91677761077881,277.5,-28.5
83,chunk_ra_37.5_dec_-28.5_table.h5,45441,6.360968589782715,37.5,-28.5
84,chunk_ra_121.5_dec_-28.5_table.h5,172161,20.81294345855713,121.5,-28.5
85,chunk_ra_152.5_dec_-29.5_table.h5,66226,9.096312522888184,152.5,-29.5
86,chunk_ra_254.5_dec_-31.5_table.h5,31438,4.536168098449707,254.5,-31.5
87,chunk_ra_126.5_dec_-28.5_table.h5,134050,16.663105010986328,126.5,-28.5
88,chunk_ra_172.5_dec_-31.5_table.h5,3178,1.4385366439819336,172.5,-31.5
89,chunk_ra_256.5_dec_-28.5_table.h5,603157,67.34743022918701,256.5,-28.5
90,chunk_ra_352.5_dec_-28.5_table.h5,44230,6.2799177169799805,352.5,-28.5
91,chunk_ra_54.5_dec_-28.5_table.h5,41076,5.933152198791504,54.5,-28.5
92,chunk_ra_282.5_dec_-29.5_table.h5,496627,56.247437477111816,282.5,-29.5
93,chunk_ra_2.5_dec_-29.5_table.h5,52645,7.288702964782715,2.5,-29.5
94,chunk_ra_217.5_dec_-30.5_table.h5,81928,10.894403457641602,217.5,-30.5
95,chunk_ra_103.5_dec_-30.5_table.h5,46946,6.649304389953613,103.5,-30.5
96,chunk_ra_38.5_dec_-31.5_table.h5,2955,1.4123058319091797,38.5,-31.5
97,chunk_ra_151.5_dec_-29.5_table.h5,63154,8.712615013122559,151.5,-29.5
98,chunk_ra_168.5_dec_-30.5_table.h5,26383,4.188126564025879,168.5,-30.5
99,chunk_ra_48.5_dec_-31.5_table.h5,7917,1.927151679992676,48.5,-31.5
100,chunk_ra_269.5_dec_-31.5_table.h5,24902,3.936406135559082,269.5,-31.5
101,chunk_ra_64.5_dec_-31.5_table.h5,20792,3.3909568786621094,64.5,-31.5
102,chunk_ra_92.5_dec_-28.5_table.h5,64651,8.879247665405273,92.5,-28.5
103,chunk_ra_94.5_dec_-31.5_table.h5,44358,6.205930709838867,94.5,-31.5
104,chunk_ra_197.5_dec_-31.5_table.h5,1665,1.276179313659668,197.5,-31.5
105,chunk_ra_133.5_dec_-29.5_table.h5,102546,13.18030071258545,133.5,-29.5
106,chunk_ra_261.5_dec_-29.5_table.h5,712454,79.57762145996094,261.5,-29.5
107,chunk_ra_64.5_dec_-28.5_table.h5,42313,5.995460510253906,64.5,-28.5
108,chunk_ra_68.5_dec_-29.5_table.h5,55786,7.619793891906738,68.5,-29.5
109,chunk_ra_25.5_dec_-29.5_table.h5,65057,8.752372741699219,25.5,-29.5
110,chunk_ra_337.5_dec_-28.5_table.h5,50862,7.139650344848633,337.5,-28.5
111,chunk_ra_192.5_dec_-30.5_table.h5,52945,7.401752471923828,192.5,-30.5
112,chunk_ra_63.5_dec_-31.5_table.h5,30822,4.557304382324219,63.5,-31.5
113,chunk_ra_94.5_dec_-29.5_table.h5,69823,9.520519256591797,94.5,-29.5
114,chunk_ra_134.5_dec_-31.5_table.h5,55076,7.442867279052734,134.5,-31.5
115,chunk_ra_288.5_dec_-28.5_table.h5,221685,26.60590362548828,288.5,-28.5
116,chunk_ra_288.5_dec_-30.5_table.h5,249439,30.06853199005127,288.5,-30.5
117,chunk_ra_124.5_dec_-28.5_table.h5,147492,17.91649627685547,124.5,-28.5
118,chunk_ra_197.5_dec_-29.5_table.h5,67607,9.253606796264648,197.5,-29.5
119,chunk_ra_96.5_dec_-29.5_table.h5,73025,9.931464195251465,96.5,-29.5
120,chunk_ra_32.5_dec_-29.5_table.h5,52540,7.190373420715332,32.5,-29.5
121,chunk_ra_325.5_dec_-29.5_table.h5,59951,8.232851028442383,325.5,-29.5
122,chunk_ra_183.5_dec_-30.5_table.h5,33390,4.965775489807129,183.5,-30.5
123,chunk_ra_183.5_dec_-29.5_table.h5,58579,8.093199729919434,183.5,-29.5
124,chunk_ra_332.5_dec_-31.5_table.h5,2287,1.3233728408813477,332.5,-31.5
125,chunk_ra_160.5_dec_-28.5_table.h5,52763,7.46572208404541,160.5,-28.5
126,chunk_ra_187.5_dec_-30.5_table.h5,60442,8.326810836791992,187.5,-30.5
127,chunk_ra_2.5_dec_-28.5_table.h5,47986,6.729030609130859,2.5,-28.5
128,chunk_ra_233.5_dec_-28.5_table.h5,96369,12.404925346374512,233.5,-28.5
129,chunk_ra_297.5_dec_-28.5_table.h5,109637,14.224530220031738,297.5,-28.5
130,chunk_ra_118.5_dec_-28.5_table.h5,177409,21.01107215881348,118.5,-28.5
131,chunk_ra_69.5_dec_-29.5_table.h5,42487,6.130550384521484,69.5,-29.5
132,chunk_ra_24.5_dec_-28.5_table.h5,51621,7.105952262878418,24.5,-28.5
133,chunk_ra_292.5_dec_-31.5_table.h5,17057,2.9496078491210938,292.5,-31.5
134,chunk_ra_18.5_dec_-29.5_table.h5,91151,11.789306640625,18.5,-29.5
135,chunk_ra_89.5_dec_-28.5_table.h5,62291,8.580867767333984,89.5,-28.5
136,chunk_ra_109.5_dec_-28.5_table.h5,161686,19.70368385314941,109.5,-28.5
137,chunk_ra_179.5_dec_-28.5_table.h5,51704,7.302827835083008,179.5,-28.5
138,chunk_ra_267.5_dec_-28.5_table.h5,520673,58.98717212677002,267.5,-28.5
139,chunk_ra_171.5_dec_-31.5_table.h5,889,1.1821279525756836,171.5,-31.5
140,chunk_ra_348.5_dec_-30.5_table.h5,40431,5.8299760818481445,348.5,-30.5
141,chunk_ra_130.5_dec_-29.5_table.h5,118808,14.937249183654783,130.5,-29.5
142,chunk_ra_162.5_dec_-30.5_table.h5,51214,7.157066345214844,162.5,-30.5
143,chunk_ra_20.5_dec_-28.5_table.h5,53766,7.418861389160156,20.5,-28.5
144,chunk_ra_283.5_dec_-30.5_table.h5,408051,46.74650096893311,283.5,-30.5
145,chunk_ra_59.5_dec_-30.5_table.h5,42399,6.06847095489502,59.5,-30.5
146,chunk_ra_191.5_dec_-30.5_table.h5,63430,8.628872871398926,191.5,-30.5
147,chunk_ra_67.5_dec_-30.5_table.h5,9134,2.1222972869873047,67.5,-30.5
148,chunk_ra_20.5_dec_-30.5_table.h5,52632,7.182016372680664,20.5,-30.5
149,chunk_ra_264.5_dec_-30.5_table.h5,361373,41.93023681640625,264.5,-30.5
150,chunk_ra_329.5_dec_-28.5_table.h5,57639,7.934798240661621,329.5,-28.5
151,chunk_ra_202.5_dec_-30.5_table.h5,52941,7.357439041137695,202.5,-30.5
152,chunk_ra_134.5_dec_-29.5_table.h5,100285,12.937040328979492,134.5,-29.5
153,chunk_ra_350.5_dec_-30.5_table.h5,42818,6.10847282409668,350.5,-30.5
154,chunk_ra_148.5_dec_-29.5_table.h5,69006,9.448317527770996,148.5,-29.5
155,chunk_ra_218.5_dec_-28.5_table.h5,66887,9.182345390319824,218.5,-28.5
156,chunk_ra_176.5_dec_-31.5_table.h5,16677,3.0415525436401367,176.5,-31.5
157,chunk_ra_66.5_dec_-31.5_table.h5,3893,1.4720611572265625,66.5,-31.5
158,chunk_ra_29.5_dec_-29.5_table.h5,59872,8.119023323059082,29.5,-29.5
159,chunk_ra_172.5_dec_-30.5_table.h5,41268,6.026846885681152,172.5,-30.5
160,chunk_ra_84.5_dec_-29.5_table.h5,54525,7.58351993560791,84.5,-29.5
161,chunk_ra_90.5_dec_-30.5_table.h5,40956,5.701451301574707,90.5,-30.5
162,chunk_ra_216.5_dec_-29.5_table.h5,69161,9.448168754577637,216.5,-29.5
163,chunk_ra_325.5_dec_-30.5_table.h5,50239,7.026825904846191,325.5,-30.5
164,chunk_ra_42.5_dec_-31.5_table.h5,22103,3.5665903091430664,42.5,-31.5
165,chunk_ra_34.5_dec_-29.5_table.h5,50332,6.899331092834473,34.5,-29.5
166,chunk_ra_266.5_dec_-29.5_table.h5,281462,32.71763896942139,266.5,-29.5
167,chunk_ra_217.5_dec_-31.5_table.h5,21709,3.502901077270508,217.5,-31.5
168,chunk_ra_272.5_dec_-28.5_table.h5,813786,91.80506420135498,272.5,-28.5
169,chunk_ra_215.5_dec_-28.5_table.h5,64902,8.954122543334961,215.5,-28.5
170,chunk_ra_41.5_dec_-29.5_table.h5,46568,6.527411460876465,41.5,-29.5
171,chunk_ra_38.5_dec_-29.5_table.h5,52346,7.18126392364502,38.5,-29.5
172,chunk_ra_301.5_dec_-28.5_table.h5,95936,12.66101360321045,301.5,-28.5
173,chunk_ra_205.5_dec_-28.5_table.h5,58012,8.108616828918457,205.5,-28.5
174,chunk_ra_301.5_dec_-30.5_table.h5,91359,12.036849975585938,301.5,-30.5
175,chunk_ra_305.5_dec_-31.5_table.h5,42542,5.897425651550293,305.5,-31.5
176,chunk_ra_135.5_dec_-31.5_table.h5,42831,5.970973014831543,135.5,-31.5
177,chunk_ra_39.5_dec_-29.5_table.h5,56920,7.711853981018066,39.5,-29.5
178,chunk_ra_184.5_dec_-28.5_table.h5,54240,7.624300956726074,184.5,-28.5
179,chunk_ra_133.5_dec_-28.5_table.h5,94166,12.207716941833496,133.5,-28.5
180,chunk_ra_322.5_dec_-30.5_table.h5,55388,7.710494041442871,322.5,-30.5
181,chunk_ra_107.5_dec_-29.5_table.h5,132777,16.630274772644043,107.5,-29.5
182,chunk_ra_76.5_dec_-28.5_table.h5,49355,6.977658271789551,76.5,-28.5
183,chunk_ra_109.5_dec_-29.5_table.h5,157340,19.40025806427002,109.5,-29.5
184,chunk_ra_201.5_dec_-30.5_table.h5,49827,7.044705390930176,201.5,-30.5
185,chunk_ra_143.5_dec_-28.5_table.h5,68937,9.427188873291016,143.5,-28.5
186,chunk_ra_83.5_dec_-29.5_table.h5,50692,7.17514705657959,83.5,-29.5
187,chunk_ra_57.5_dec_-31.5_table.h5,6084,1.7155170440673828,57.5,-31.5
188,chunk_ra_251.5_dec_-31.5_table.h5,170974,20.07645797729492,251.5,-31.5
189,chunk_ra_67.5_dec_-28.5_table.h5,42242,6.011177062988281,67.5,-28.5
190,chunk_ra_120.5_dec_-30.5_table.h5,118844,14.81856632232666,120.5,-30.5
191,chunk_ra_291.5_dec_-29.5_table.h5,177992,21.90005207061768,291.5,-29.5
192,chunk_ra_274.5_dec_-31.5_table.h5,327709,36.876431465148926,274.5,-31.5
193,chunk_ra_312.5_dec_-28.5_table.h5,62385,8.613717079162598,312.5,-28.5
194,chunk_ra_238.5_dec_-29.5_table.h5,138204,17.25865364074707,238.5,-29.5
195,chunk_ra_2.5_dec_-30.5_table.h5,56724,7.749619483947754,2.5,-30.5
196,chunk_ra_169.5_dec_-30.5_table.h5,56767,7.854999542236328,169.5,-30.5
197,chunk_ra_227.5_dec_-31.5_table.h5,16296,2.9376678466796875,227.5,-31.5
198,chunk_ra_298.5_dec_-28.5_table.h5,110792,14.441165924072266,298.5,-28.5
199,chunk_ra_320.5_dec_-30.5_table.h5,55064,7.659090042114258,320.5,-30.5
200,chunk_ra_149.5_dec_-30.5_table.h5,81671,10.825161933898926,149.5,-30.5
201,chunk_ra_172.5_dec_-28.5_table.h5,49396,7.075507164001465,172.5,-28.5
202,chunk_ra_231.5_dec_-30.5_table.h5,115930,14.834808349609377,231.5,-30.5
203,chunk_ra_190.5_dec_-30.5_table.h5,60374,8.205405235290527,190.5,-30.5
204,chunk_ra_180.5_dec_-29.5_table.h5,50666,7.191383361816406,180.5,-29.5
205,chunk_ra_253.5_dec_-30.5_table.h5,442278,49.62847328186035,253.5,-30.5
206,chunk_ra_113.5_dec_-28.5_table.h5,184698,22.147090911865234,113.5,-28.5
207,chunk_ra_307.5_dec_-30.5_table.h5,58033,7.930361747741699,307.5,-30.5
208,chunk_ra_101.5_dec_-29.5_table.h5,87480,11.58644962310791,101.5,-29.5
209,chunk_ra_207.5_dec_-29.5_table.h5,65132,8.961055755615234,207.5,-29.5
210,chunk_ra_226.5_dec_-31.5_table.h5,8312,2.0566463470458984,226.5,-31.5
211,chunk_ra_236.5_dec_-28.5_table.h5,114940,14.574355125427246,236.5,-28.5
212,chunk_ra_307.5_dec_-28.5_table.h5,75306,10.18824863433838,307.5,-28.5
213,chunk_ra_149.5_dec_-31.5_table.h5,28705,4.405490875244141,149.5,-31.5
214,chunk_ra_237.5_dec_-29.5_table.h5,134322,16.83488368988037,237.5,-29.5
215,chunk_ra_150.5_dec_-28.5_table.h5,63933,8.801202774047852,150.5,-28.5
216,chunk_ra_334.5_dec_-29.5_table.h5,57632,7.969940185546875,334.5,-29.5
217,chunk_ra_85.5_dec_-31.5_table.h5,13240,2.5581274032592773,85.5,-31.5
218,chunk_ra_235.5_dec_-29.5_table.h5,114381,14.444005966186523,235.5,-29.5
219,chunk_ra_12.5_dec_-28.5_table.h5,46871,6.573431968688965,12.5,-28.5
220,chunk_ra_354.5_dec_-29.5_table.h5,45113,6.420896530151367,354.5,-29.5
221,chunk_ra_217.5_dec_-28.5_table.h5,63423,8.717267036437988,217.5,-28.5
222,chunk_ra_99.5_dec_-31.5_table.h5,9382,2.0831470489501958,99.5,-31.5
223,chunk_ra_111.5_dec_-31.5_table.h5,9439,2.1228389739990234,111.5,-31.5
224,chunk_ra_120.5_dec_-31.5_table.h5,4061,1.48760986328125,120.5,-31.5
225,chunk_ra_254.5_dec_-28.5_table.h5,593441,66.21574592590332,254.5,-28.5
226,chunk_ra_330.5_dec_-29.5_table.h5,56885,7.833699226379394,330.5,-29.5
227,chunk_ra_198.5_dec_-31.5_table.h5,12422,2.469101905822754,198.5,-31.5
228,chunk_ra_156.5_dec_-28.5_table.h5,58607,8.127961158752441,156.5,-28.5
229,chunk_ra_223.5_dec_-30.5_table.h5,70014,9.412805557250977,223.5,-30.5
230,chunk_ra_272.5_dec_-29.5_table.h5,843875,94.23245906829834,272.5,-29.5
231,chunk_ra_202.5_dec_-31.5_table.h5,6798,1.7737445831298828,202.5,-31.5
232,chunk_ra_97.5_dec_-28.5_table.h5,74109,10.03433322906494,97.5,-28.5
233,chunk_ra_100.5_dec_-29.5_table.h5,88076,11.686728477478027,100.5,-29.5
234,chunk_ra_284.5_dec_-31.5_table.h5,167359,20.331252098083496,284.5,-31.5
235,chunk_ra_278.5_dec_-28.5_table.h5,628460,69.70739650726318,278.5,-28.5
236,chunk_ra_224.5_dec_-31.5_table.h5,13061,2.5684289932250977,224.5,-31.5
237,chunk_ra_225.5_dec_-30.5_table.h5,67515,9.120351791381836,225.5,-30.5
238,chunk_ra_219.5_dec_-30.5_table.h5,93817,12.21657371520996,219.5,-30.5
239,chunk_ra_150.5_dec_-31.5_table.h5,88306,11.33246898651123,150.5,-31.5
240,chunk_ra_300.5_dec_-30.5_table.h5,104445,13.66097354888916,300.5,-30.5
241,chunk_ra_82.5_dec_-30.5_table.h5,56412,7.6972150802612305,82.5,-30.5
242,chunk_ra_162.5_dec_-28.5_table.h5,50775,7.229893684387207,162.5,-28.5
243,chunk_ra_140.5_dec_-29.5_table.h5,85129,11.292088508605955,140.5,-29.5
244,chunk_ra_351.5_dec_-30.5_table.h5,42827,6.152299880981445,351.5,-30.5
245,chunk_ra_126.5_dec_-30.5_table.h5,125001,15.76093578338623,126.5,-30.5
246,chunk_ra_219.5_dec_-31.5_table.h5,46108,6.335414886474609,219.5,-31.5
247,chunk_ra_204.5_dec_-29.5_table.h5,80937,10.728939056396484,204.5,-29.5
248,chunk_ra_74.5_dec_-29.5_table.h5,41180,6.019634246826172,74.5,-29.5
249,chunk_ra_55.5_dec_-30.5_table.h5,9764,2.158099174499512,55.5,-30.5
250,chunk_ra_80.5_dec_-30.5_table.h5,59819,8.114152908325195,80.5,-30.5
251,chunk_ra_144.5_dec_-31.5_table.h5,56485,7.672813415527344,144.5,-31.5
252,chunk_ra_313.5_dec_-28.5_table.h5,61147,8.452153205871582,313.5,-28.5
253,chunk_ra_66.5_dec_-30.5_table.h5,38685,5.56414794921875,66.5,-30.5
254,chunk_ra_131.5_dec_-29.5_table.h5,115289,14.681434631347656,131.5,-29.5
255,chunk_ra_137.5_dec_-31.5_table.h5,54658,7.496313095092773,137.5,-31.5
256,chunk_ra_209.5_dec_-30.5_table.h5,58715,8.080127716064453,209.5,-30.5
257,chunk_ra_158.5_dec_-31.5_table.h5,442,1.1206541061401367,158.5,-31.5
258,chunk_ra_10.5_dec_-30.5_table.h5,55164,7.462726593017578,10.5,-30.5
259,chunk_ra_251.5_dec_-29.5_table.h5,442551,49.72927665710449,251.5,-29.5
260,chunk_ra_12.5_dec_-31.5_table.h5,5475,1.6377840042114258,12.5,-31.5
261,chunk_ra_299.5_dec_-29.5_table.h5,115461,14.98582935333252,299.5,-29.5
262,chunk_ra_142.5_dec_-31.5_table.h5,19716,3.276674270629883,142.5,-31.5
263,chunk_ra_144.5_dec_-30.5_table.h5,79707,10.618754386901855,144.5,-30.5
264,chunk_ra_343.5_dec_-30.5_table.h5,35116,5.196067810058594,343.5,-30.5
265,chunk_ra_41.5_dec_-31.5_table.h5,13477,2.557565689086914,41.5,-31.5
266,chunk_ra_294.5_dec_-29.5_table.h5,143939,18.21208953857422,294.5,-29.5
267,chunk_ra_192.5_dec_-31.5_table.h5,2348,1.3449821472167969,192.5,-31.5
268,chunk_ra_356.5_dec_-28.5_table.h5,43560,6.194906234741211,356.5,-28.5
269,chunk_ra_82.5_dec_-29.5_table.h5,52118,7.327014923095703,82.5,-29.5
270,chunk_ra_44.5_dec_-29.5_table.h5,46690,6.546667098999023,44.5,-29.5
271,chunk_ra_156.5_dec_-29.5_table.h5,62164,8.607966423034668,156.5,-29.5
272,chunk_ra_144.5_dec_-29.5_table.h5,76488,10.31994342803955,144.5,-29.5
273,chunk_ra_349.5_dec_-30.5_table.h5,42409,6.051938056945801,349.5,-30.5
274,chunk_ra_6.5_dec_-28.5_table.h5,45457,6.392146110534668,6.5,-28.5
275,chunk_ra_13.5_dec_-29.5_table.h5,53878,7.389069557189941,13.5,-29.5
276,chunk_ra_136.5_dec_-30.5_table.h5,91625,12.017892837524414,136.5,-30.5
277,chunk_ra_5.5_dec_-28.5_table.h5,48966,6.778009414672852,5.5,-28.5
278,chunk_ra_142.5_dec_-29.5_table.h5,74642,10.05187702178955,142.5,-29.5
279,chunk_ra_57.5_dec_-29.5_table.h5,41027,5.927614212036133,57.5,-29.5
280,chunk_ra_295.5_dec_-30.5_table.h5,136928,17.36797332763672,295.5,-30.5
281,chunk_ra_275.5_dec_-30.5_table.h5,775848,85.63441276550293,275.5,-30.5
282,chunk_ra_173.5_dec_-30.5_table.h5,57359,7.962471008300781,173.5,-30.5
283,chunk_ra_276.5_dec_-30.5_table.h5,561400,63.88581848144531,276.5,-30.5
284,chunk_ra_203.5_dec_-28.5_table.h5,58296,8.124774932861328,203.5,-28.5
285,chunk_ra_348.5_dec_-29.5_table.h5,45335,6.460639953613281,348.5,-29.5
286,chunk_ra_109.5_dec_-31.5_table.h5,11421,2.354887008666992,109.5,-31.5
287,chunk_ra_329.5_dec_-29.5_table.h5,71373,9.522978782653809,329.5,-29.5
288,chunk_ra_77.5_dec_-29.5_table.h5,47910,6.838597297668457,77.5,-29.5
289,chunk_ra_173.5_dec_-31.5_table.h5,14197,2.6912784576416016,173.5,-31.5
290,chunk_ra_220.5_dec_-28.5_table.h5,70067,9.538044929504396,220.5,-28.5
291,chunk_ra_138.5_dec_-29.5_table.h5,87085,11.46829319000244,138.5,-29.5
292,chunk_ra_140.5_dec_-31.5_table.h5,36176,5.19936466217041,140.5,-31.5
293,chunk_ra_118.5_dec_-30.5_table.h5,169559,20.38908290863037,118.5,-30.5
294,chunk_ra_33.5_dec_-30.5_table.h5,47821,6.598964691162109,33.5,-30.5
295,chunk_ra_306.5_dec_-28.5_table.h5,78957,10.590023040771484,306.5,-28.5
296,chunk_ra_355.5_dec_-28.5_table.h5,41794,6.033465385437012,355.5,-28.5
297,chunk_ra_258.5_dec_-31.5_table.h5,178480,20.89392566680908,258.5,-31.5
298,chunk_ra_236.5_dec_-30.5_table.h5,118057,15.001583099365234,236.5,-30.5
299,chunk_ra_286.5_dec_-31.5_table.h5,133896,16.55361557006836,286.5,-31.5
300,chunk_ra_132.5_dec_-31.5_table.h5,14341,2.708930015563965,132.5,-31.5
301,chunk_ra_294.5_dec_-28.5_table.h5,136688,17.38614273071289,294.5,-28.5
302,chunk_ra_252.5_dec_-29.5_table.h5,495095,55.42685222625733,252.5,-29.5
